word	log10(p)	rank	dependance	use fraction	other use fraction
绕着	   -5.3672	6694	  210.4325	    0.0485	    0.0113
缠绕	   -5.8594	8395	 2875.1694	    0.0156	    0.1540

word	log10(p)	rank	dependance	use fraction	other use fraction
灯	   -4.1622
燃灯	   -5.0760	5507	 1536.5648	    0.0949	    0.0823
灯笼	   -5.3498	6631	 1167.9401	    0.0505	    0.0626
灯鱼	   -5.5750	7464	  191.5615	    0.0301	    0.0103
绿灯	   -5.8067	8202	  195.4575	    0.0176	    0.0105
灯泡	   -5.8522	8374	  433.1209	    0.0159	    0.0232
吊灯	   -5.9485	8663	  875.6692	    0.0127	    0.0469
眶灯	   -5.9552	8687	 5594.1065	    0.0125	    0.2996

word	log10(p)	rank	dependance	use fraction	other use fraction
甸	   -4.1629
缅甸	   -4.3642	2224	11260.9253	    0.4895	    0.6022
宽甸	   -5.7393	8011	  287.9653	    0.0206	    0.0154
渣甸	   -5.7661	8082	 1922.7184	    0.0194	    0.1028
寻甸	   -5.9452	8652	  257.6397	    0.0128	    0.0138
甸奴	   -5.9474	8662	  192.8237	    0.0128	    0.0103
妃甸	   -5.9609	8696	  201.5593	    0.0124	    0.0108
桦甸	   -5.9632	8704	 1551.5304	    0.0123	    0.0830

word	log10(p)	rank	dependance	use fraction	other use fraction
衔	   -4.1632
军衔	   -4.5213	2933	  213.3495	    0.3412	    0.0114
头衔	   -4.6257	3463	  764.8085	    0.2683	    0.0409
领衔	   -5.1116	5670	  213.2014	    0.0876	    0.0114

word	log10(p)	rank	dependance	use fraction	other use fraction
萧	   -4.1636
萧衍	   -5.6785	7804	  605.2785	    0.0238	    0.0323
萧甬	   -5.9354	8615	 1862.8682	    0.0132	    0.0995

word	log10(p)	rank	dependance	use fraction	other use fraction
鸡	   -4.1637
宝鸡	   -5.0136	5221	  454.9157	    0.1099	    0.0243
鸡奖	   -5.0607	5432	  203.6801	    0.0986	    0.0109
鸡蛋	   -5.3859	6757	  594.5793	    0.0466	    0.0317
鸡鸣	   -5.7352	8000	  696.4193	    0.0209	    0.0372
秧鸡	   -5.9258	8590	 4034.8560	    0.0135	    0.2154

word	log10(p)	rank	dependance	use fraction	other use fraction
迹	   -4.1641
遗迹	   -4.8130	4317	  858.1753	    0.1747	    0.0458
奇迹	   -4.9977	5151	  229.7195	    0.1141	    0.0122
轨迹	   -5.3237	6521	  277.2518	    0.0539	    0.0148
痕迹	   -5.3398	6592	 4529.6941	    0.0519	    0.2415

word	log10(p)	rank	dependance	use fraction	other use fraction
透	   -4.1642
透露	   -4.8431	4477	 1626.9491	    0.1630	    0.0867
渗透	   -5.2574	6251	10589.9506	    0.0628	    0.5645
透镜	   -5.4725	7101	  536.6401	    0.0383	    0.0286
穿透	   -5.5097	7233	  516.6479	    0.0351	    0.0275
透析	   -5.8585	8393	  194.6303	    0.0157	    0.0104

word	log10(p)	rank	dependance	use fraction	other use fraction
兆	   -4.1653
兆祥	   -5.3118	6461	  473.3541	    0.0555	    0.0252
兆麟	   -5.3775	6722	  920.1977	    0.0477	    0.0489
阮兆	   -5.4539	7033	  744.9878	    0.0400	    0.0396
兆尹	   -5.6067	7563	  474.2470	    0.0282	    0.0252

word	log10(p)	rank	dependance	use fraction	other use fraction
渐	   -4.1661
逐渐	   -4.3440	2120	 5861.4448	    0.5166	    0.3111
洪渐	   -4.8973	4744	  701.2152	    0.1445	    0.0372
渐渐	   -5.2477	6203	 1214.6577	    0.0645	    0.0645
渐减	   -5.7393	8010	  317.4753	    0.0208	    0.0169
渐衰	   -5.8576	8386	  600.7026	    0.0158	    0.0319

word	log10(p)	rank	dependance	use fraction	other use fraction
暂	   -4.1668
暂停	   -4.8361	4443	  898.0555	    0.1666	    0.0476
短暂	   -4.9238	4856	  806.9545	    0.1361	    0.0428
暂缺	   -5.3387	6589	  533.6757	    0.0524	    0.0283
暂缓	   -5.7211	7960	  521.6410	    0.0217	    0.0276

word	log10(p)	rank	dependance	use fraction	other use fraction
滕	   -4.1672
滕贝	   -5.2137	6066	  191.0881	    0.0699	    0.0101
劳滕	   -5.2716	6290	  393.8863	    0.0612	    0.0209

word	log10(p)	rank	dependance	use fraction	other use fraction
隧	   -4.1685
隧道	   -4.0864	1186	  489.4213	    0.9400	    0.0258
底隧	   -5.3355	6574	  259.4615	    0.0530	    0.0137
仔隧	   -5.8305	8285	  255.5948	    0.0169	    0.0135

word	log10(p)	rank	dependance	use fraction	other use fraction
滩	   -4.1695
沙滩	   -4.9991	5158	  205.0480	    0.1152	    0.0108
浅滩	   -5.8640	8412	  575.1274	    0.0157	    0.0303
榈滩	   -5.9844	8763	 2629.0633	    0.0119	    0.1385

word	log10(p)	rank	dependance	use fraction	other use fraction
脉	   -4.1700
山脉	   -4.3752	2264	  206.4327	    0.4851	    0.0109
脉冲	   -5.1357	5761	  751.3355	    0.0842	    0.0395
静脉	   -5.4841	7153	  510.2859	    0.0377	    0.0268

word	log10(p)	rank	dependance	use fraction	other use fraction
叙	   -4.1701
叙利	   -4.3949	2350	  225.2727	    0.4637	    0.0118
叙述	   -4.9578	5012	  514.1008	    0.1269	    0.0270

word	log10(p)	rank	dependance	use fraction	other use fraction
沉	   -4.1707
沉默	   -4.8890	4698	  719.4219	    0.1488	    0.0378
沉没	   -5.1171	5697	  252.8613	    0.0880	    0.0133
沉积	   -5.1483	5817	 1027.7713	    0.0819	    0.0540
击沉	   -5.3179	6494	  191.7745	    0.0554	    0.0101
沉睡	   -5.3936	6784	 2008.1846	    0.0466	    0.1055
沉淀	   -5.4175	6884	 2455.0278	    0.0441	    0.1289
沉迷	   -5.4845	7154	  496.5045	    0.0378	    0.0261
沉船	   -5.4853	7155	  213.2612	    0.0377	    0.0112
沉痛	   -5.8576	8388	  409.7819	    0.0160	    0.0215
沉浸	   -5.9452	8653	 1129.6874	    0.0131	    0.0593

word	log10(p)	rank	dependance	use fraction	other use fraction
患	   -4.1712
患者	   -4.4721	2683	  359.2004	    0.3891	    0.0188
罹患	   -5.0429	5359	15025.1802	    0.1045	    0.7883
病患	   -5.1943	5984	  236.3393	    0.0738	    0.0124
隐患	   -5.5368	7340	  701.5034	    0.0335	    0.0368
患肺	   -5.5850	7488	  720.9804	    0.0300	    0.0378
症患	   -5.6232	7618	  425.6565	    0.0275	    0.0223
疾患	   -5.6502	7716	  388.7523	    0.0258	    0.0204
患癌	   -5.9216	8572	  469.5796	    0.0138	    0.0246

word	log10(p)	rank	dependance	use fraction	other use fraction
械	   -4.1712
机械	   -4.1500	1386	  476.9458	    0.8169	    0.0250
枪械	   -5.2895	6360	  654.2278	    0.0593	    0.0343
械厂	   -5.6253	7625	  193.5684	    0.0273	    0.0102

word	log10(p)	rank	dependance	use fraction	other use fraction
廖	   -4.1714
廖亦	   -5.5241	7293	  251.9783	    0.0345	    0.0132
廖敏	   -5.6087	7570	  218.3778	    0.0284	    0.0115
廖盖	   -5.6452	7697	  228.8118	    0.0261	    0.0120
廖峻	   -5.9880	8777	  812.4682	    0.0119	    0.0426

word	log10(p)	rank	dependance	use fraction	other use fraction
柔	   -4.1718
柔佛	   -4.7803	4184	  463.4208	    0.1917	    0.0243
怀柔	   -5.3179	6493	  545.6359	    0.0556	    0.0286
温柔	   -5.4490	7009	  195.1204	    0.0411	    0.0102

word	log10(p)	rank	dependance	use fraction	other use fraction
寒	   -4.1724
寒吉	   -4.7244	3926	  302.7488	    0.2183	    0.0158
寒冷	   -5.3089	6446	  690.5277	    0.0568	    0.0361
伤寒	   -5.5816	7479	  336.4967	    0.0303	    0.0176
寒暑	   -5.9904	8784	 1104.8152	    0.0118	    0.0578

word	log10(p)	rank	dependance	use fraction	other use fraction
荒	   -4.1728
荒野	   -5.1464	5807	  214.9314	    0.0827	    0.0112
饥荒	   -5.1592	5861	 8703.9188	    0.0803	    0.4549
荒漠	   -5.3089	6445	 2278.9766	    0.0569	    0.1191
拓荒	   -5.4201	6896	  794.5878	    0.0440	    0.0415
荒谬	   -5.7284	7978	 5141.6684	    0.0216	    0.2687
饑荒	   -5.7972	8180	11963.3427	    0.0185	    0.6253
荒废	   -5.8099	8214	  217.3345	    0.0179	    0.0114
荒诞	   -5.8365	8309	  540.3031	    0.0169	    0.0282

word	log10(p)	rank	dependance	use fraction	other use fraction
乳	   -4.1738
哺乳	   -4.9214	4848	16666.6733	    0.1391	    0.8691
巨乳	   -5.1844	5955	  652.1431	    0.0759	    0.0340
乳房	   -5.3206	6507	  253.4382	    0.0555	    0.0132
乳糖	   -5.4579	7041	  563.9889	    0.0405	    0.0294
乳腺	   -5.4740	7108	 1385.9520	    0.0390	    0.0723
爆乳	   -5.6414	7688	  247.9861	    0.0265	    0.0129
乳癌	   -5.7172	7943	  756.3784	    0.0223	    0.0394
乳酪	   -5.8798	8463	 2144.3576	    0.0153	    0.1118

word	log10(p)	rank	dependance	use fraction	other use fraction
蒋	   -4.1743
蒋介	   -4.7790	4174	  964.9011	    0.1934	    0.0503

word	log10(p)	rank	dependance	use fraction	other use fraction
鲍	   -4.1746
鲍勃	   -4.9772	5077	 2199.9406	    0.1226	    0.1145

word	log10(p)	rank	dependance	use fraction	other use fraction
蓬	   -4.1750
蓬勃	   -5.6436	7695	  474.6947	    0.0265	    0.0247

word	log10(p)	rank	dependance	use fraction	other use fraction
麟	   -4.1761
麒麟	   -4.8121	4312	12380.5434	    0.1799	    0.6422
兆麟	   -5.3775	6722	  920.1977	    0.0489	    0.0477
乃麟	   -5.5731	7457	  268.5211	    0.0312	    0.0139
炳麟	   -5.6581	7741	  760.6870	    0.0256	    0.0395
毓麟	   -5.7258	7970	 1139.8163	    0.0219	    0.0591
麟趾	   -5.8164	8241	 2101.8335	    0.0178	    0.1090

word	log10(p)	rank	dependance	use fraction	other use fraction
恢	   -4.1769
恢复	   -4.0980	1214	 2745.3056	    0.9331	    0.1422

word	log10(p)	rank	dependance	use fraction	other use fraction
阻	   -4.1771
阻止	   -4.6167	3399	 1548.4252	    0.2827	    0.0801
阻碍	   -5.2377	6157	 3136.0280	    0.0677	    0.1623
阻挡	   -5.4796	7132	 4708.1577	    0.0388	    0.2436
阻断	   -5.5952	7523	  274.3170	    0.0297	    0.0142
阻挠	   -5.6525	7725	 7691.5848	    0.0260	    0.3980
劝阻	   -5.7006	7884	 1486.2571	    0.0233	    0.0769
阻拦	   -5.8487	8359	 2427.7725	    0.0166	    0.1256
阻滞	   -5.8576	8390	 2746.6594	    0.0162	    0.1421

word	log10(p)	rank	dependance	use fraction	other use fraction
皆	   -4.1774

word	log10(p)	rank	dependance	use fraction	other use fraction
旦	   -4.1795
复旦	   -4.7284	3942	  646.8197	    0.2198	    0.0333
约旦	   -4.9476	4968	  216.8313	    0.1327	    0.0112
撒旦	   -5.4434	6983	  684.9285	    0.0424	    0.0353

word	log10(p)	rank	dependance	use fraction	other use fraction
浮	   -4.1809
浮雕	   -5.1415	5786	 1487.8587	    0.0852	    0.0763
悬浮	   -5.3719	6708	 1606.4386	    0.0501	    0.0824
磁浮	   -5.5211	7281	  783.4312	    0.0355	    0.0402
漂浮	   -5.5923	7511	 1705.8936	    0.0302	    0.0875
浮屠	   -5.9474	8661	  369.2481	    0.0133	    0.0189
幽浮	   -5.9485	8664	  361.7336	    0.0133	    0.0186

word	log10(p)	rank	dependance	use fraction	other use fraction
跑	   -4.1815
奔跑	   -5.1215	5713	 2553.5465	    0.0893	    0.1308
逃跑	   -5.2082	6042	 1219.2683	    0.0732	    0.0625
跑吧	   -5.2401	6169	  946.2262	    0.0680	    0.0485
短跑	   -5.3769	6720	  294.0853	    0.0496	    0.0151
丝跑	   -5.6311	7655	  343.2558	    0.0276	    0.0176
跑蛋	   -5.6327	7663	  350.9790	    0.0275	    0.0180

word	log10(p)	rank	dependance	use fraction	other use fraction
寸	   -4.1825
尺寸	   -4.4229	2461	 1629.3328	    0.4473	    0.0833
英寸	   -4.4707	2677	  372.5322	    0.4006	    0.0190
寸汞	   -5.4800	7138	 4953.4680	    0.0392	    0.2532

word	log10(p)	rank	dependance	use fraction	other use fraction
毅	   -4.1845
毅腾	   -5.4094	6850	  595.7335	    0.0464	    0.0303
弘毅	   -5.8099	8217	  204.8828	    0.0184	    0.0104
邱毅	   -5.9397	8632	  271.6274	    0.0137	    0.0138

word	log10(p)	rank	dependance	use fraction	other use fraction
隋	   -4.1849
隋朝	   -4.4021	2384	  455.9446	    0.4718	    0.0232
隋唐	   -5.0835	5547	  252.9496	    0.0983	    0.0129
隋炀	   -5.3526	6640	14006.2088	    0.0529	    0.7119

word	log10(p)	rank	dependance	use fraction	other use fraction
拳	   -4.1863
跆拳	   -4.8698	4613	19346.9967	    0.1613	    0.9803
拳击	   -4.9250	4866	  491.1912	    0.1420	    0.0249
醉拳	   -5.8884	8484	  878.1111	    0.0154	    0.0445

word	log10(p)	rank	dependance	use fraction	other use fraction
绪	   -4.1884
光绪	   -4.2671	1792	  948.5361	    0.6492	    0.0478
情绪	   -4.8727	4630	  334.0881	    0.1610	    0.0168

word	log10(p)	rank	dependance	use fraction	other use fraction
邱	   -4.1891
邱峻	   -5.6564	7738	 1816.1522	    0.0265	    0.0914
邱翊	   -5.9279	8597	 1723.4782	    0.0142	    0.0868
邱毅	   -5.9397	8632	  271.6274	    0.0138	    0.0137

word	log10(p)	rank	dependance	use fraction	other use fraction
违	   -4.1892
违反	   -4.4683	2663	  901.8764	    0.4092	    0.0454
违纪	   -4.9376	4911	  246.9588	    0.1389	    0.0124
违规	   -5.1860	5960	  269.5571	    0.0784	    0.0136
违背	   -5.2209	6093	  547.8396	    0.0723	    0.0276
违宪	   -5.6821	7818	  281.7564	    0.0250	    0.0142
嫌违	   -5.8540	8377	  515.3519	    0.0168	    0.0259

word	log10(p)	rank	dependance	use fraction	other use fraction
淑	   -4.1904
淑珍	   -5.4420	6974	  402.2837	    0.0436	    0.0202
淑芬	   -5.4841	7152	  238.2247	    0.0396	    0.0120
淑妃	   -5.5333	7325	  574.6967	    0.0353	    0.0288
淑敏	   -5.5359	7335	  269.7826	    0.0351	    0.0135
袁淑	   -5.6123	7581	  412.6661	    0.0295	    0.0207
淑娟	   -5.6691	7782	 1307.6821	    0.0258	    0.0656
淑媛	   -5.7043	7900	 1301.5002	    0.0238	    0.0653
窕淑	   -5.7618	8069	11392.5919	    0.0209	    0.5718
淑怡	   -5.8164	8243	  375.5680	    0.0184	    0.0189
淑勤	   -5.8732	8448	  276.0956	    0.0162	    0.0139
淑玲	   -5.9386	8627	  248.4297	    0.0139	    0.0125

word	log10(p)	rank	dependance	use fraction	other use fraction
夕	   -4.1904
宾夕	   -4.6416	3537	 2125.4105	    0.2753	    0.1067

word	log10(p)	rank	dependance	use fraction	other use fraction
翠	   -4.1914
翡翠	   -4.7937	4238	18633.1451	    0.1944	    0.9332
派翠	   -5.2888	6355	  206.9224	    0.0622	    0.0104
翠雀	   -5.2961	6389	 1222.7944	    0.0611	    0.0612
翠屏	   -5.3698	6702	  907.1031	    0.0516	    0.0454
翠珊	   -5.5539	7396	  608.2230	    0.0338	    0.0305
翠苑	   -5.6062	7562	  543.1895	    0.0299	    0.0272
翠玲	   -5.9892	8783	  221.6027	    0.0124	    0.0111

word	log10(p)	rank	dependance	use fraction	other use fraction
雀	   -4.1921
孔雀	   -4.8569	4549	 1271.5904	    0.1684	    0.0636
麻雀	   -5.0643	5461	  748.2771	    0.1044	    0.0374
朱雀	   -5.2513	6223	  239.1223	    0.0679	    0.0120
翠雀	   -5.2961	6389	 1222.7944	    0.0612	    0.0611
雀巢	   -5.6956	7868	 1063.7250	    0.0244	    0.0532
雀鲷	   -5.8695	8436	 2658.5227	    0.0164	    0.1329

word	log10(p)	rank	dependance	use fraction	other use fraction
淡	   -4.1926
淡水	   -4.4201	2452	  452.4903	    0.4609	    0.0226
冷淡	   -5.8658	8417	  200.7016	    0.0165	    0.0100

word	log10(p)	rank	dependance	use fraction	other use fraction
驱	   -4.1929
驱逐	   -4.4623	2635	 4747.8755	    0.4184	    0.2369
先驱	   -4.8856	4682	  445.0340	    0.1579	    0.0222
弹驱	   -5.5072	7227	  288.0338	    0.0377	    0.0144
艘驱	   -5.8603	8401	  527.4119	    0.0167	    0.0263
驱赶	   -5.9343	8614	  892.3604	    0.0141	    0.0445

word	log10(p)	rank	dependance	use fraction	other use fraction
寻	   -4.1933
寻找	   -4.6062	3338	 3642.1294	    0.3007	    0.1816
寻求	   -4.8928	4726	  512.4269	    0.1554	    0.0255
搜寻	   -5.3084	6442	  720.9263	    0.0597	    0.0359
寻访	   -5.7406	8015	  236.1126	    0.0221	    0.0118
寻甸	   -5.9452	8652	  257.6397	    0.0138	    0.0128
寻衅	   -5.9760	8742	 4917.3511	    0.0128	    0.2452

word	log10(p)	rank	dependance	use fraction	other use fraction
伸	   -4.1935
延伸	   -4.3624	2214	 2459.4441	    0.5273	    0.1226
伸阅	   -4.7950	4246	 1263.6376	    0.1947	    0.0630

word	log10(p)	rank	dependance	use fraction	other use fraction
蕾	   -4.1951
芭蕾	   -5.0251	5279	 3924.9055	    0.1151	    0.1949
蕾舞	   -5.2170	6082	  630.7216	    0.0740	    0.0313
蕾莎	   -5.2917	6373	  457.0943	    0.0623	    0.0227
芸蕾	   -5.3112	6457	 3001.0069	    0.0596	    0.1490
蕾丝	   -5.6143	7591	  368.1334	    0.0296	    0.0183
芙蕾	   -5.7925	8167	  565.5534	    0.0197	    0.0281

word	log10(p)	rank	dependance	use fraction	other use fraction
鹏	   -4.1953
彭鹏	   -5.0164	5238	  973.1914	    0.1175	    0.0483
鹏鸟	   -5.2399	6168	  896.7486	    0.0702	    0.0445
鹏飞	   -5.3136	6472	  254.3683	    0.0593	    0.0126
鹏翔	   -5.9904	8785	  215.6733	    0.0125	    0.0107

word	log10(p)	rank	dependance	use fraction	other use fraction
紧	   -4.1961
紧急	   -4.5621	3120	 3575.0018	    0.3349	    0.1771
紧张	   -4.9101	4800	  237.6428	    0.1503	    0.0118
紧密	   -5.0781	5518	  212.8080	    0.1021	    0.0105
紧邻	   -5.4669	7070	  609.7396	    0.0417	    0.0302
紧凑	   -5.5024	7212	 8617.2062	    0.0384	    0.4269
紧紧	   -5.9332	8610	  287.6876	    0.0143	    0.0143
赶紧	   -5.9575	8691	  852.1972	    0.0135	    0.0422

word	log10(p)	rank	dependance	use fraction	other use fraction
课	   -4.1969
课程	   -4.4778	2716	  575.5347	    0.4075	    0.0285
罢课	   -5.9082	8537	  671.5580	    0.0151	    0.0332

word	log10(p)	rank	dependance	use fraction	other use fraction
壮	   -4.1970
壮族	   -4.3568	2188	  714.3458	    0.5385	    0.0353
粗壮	   -5.8365	8313	  648.7619	    0.0178	    0.0321

word	log10(p)	rank	dependance	use fraction	other use fraction
恭	   -4.1986
恭喜	   -4.9384	4914	  841.9801	    0.1417	    0.0415
猜恭	   -5.5481	7375	 1576.7893	    0.0348	    0.0777

word	log10(p)	rank	dependance	use fraction	other use fraction
祝	   -4.1991
庆祝	   -4.6577	3634	  973.7084	    0.2707	    0.0479
祝贺	   -5.5013	7206	  810.5784	    0.0388	    0.0399
祝融	   -5.7582	8062	  223.0703	    0.0215	    0.0110

word	log10(p)	rank	dependance	use fraction	other use fraction
跟	   -4.1994
跟随	   -4.8776	4654	 1186.1403	    0.1632	    0.0583
跟踪	   -5.0768	5509	 1085.0613	    0.1032	    0.0533
跟着	   -5.3826	6742	  221.2874	    0.0510	    0.0109
跟鞋	   -5.7318	7992	 1420.6283	    0.0228	    0.0698

word	log10(p)	rank	dependance	use fraction	other use fraction
狼	   -4.2005
豺狼	   -5.4211	6901	17183.4578	    0.0468	    0.8426
狼蛛	   -5.6092	7574	  512.6344	    0.0304	    0.0251
狼獾	   -5.8798	8465	 8178.6785	    0.0163	    0.4011
惑狼	   -5.9530	8683	  758.8595	    0.0138	    0.0372

word	log10(p)	rank	dependance	use fraction	other use fraction
怡	   -4.2007
璐怡	   -5.6306	7653	 2498.8364	    0.0289	    0.1225
欣怡	   -5.6530	7728	  372.8699	    0.0275	    0.0183
淑怡	   -5.8164	8243	  375.5680	    0.0189	    0.0184

word	log10(p)	rank	dependance	use fraction	other use fraction
霸	   -4.2012
争霸	   -5.0781	5519	  319.5928	    0.1033	    0.0156
霸凌	   -5.6327	7666	  415.6429	    0.0288	    0.0203

word	log10(p)	rank	dependance	use fraction	other use fraction
逢	   -4.2018
恰逢	   -5.7525	8042	  529.7508	    0.0219	    0.0259
逢坂	   -5.7979	8189	  252.5978	    0.0197	    0.0123

word	log10(p)	rank	dependance	use fraction	other use fraction
储	   -4.2019
存储	   -4.6097	3356	  645.4456	    0.3043	    0.0315
储备	   -4.9960	5144	  619.8727	    0.1250	    0.0303
储存	   -5.0685	5476	  224.4041	    0.1058	    0.0110
储蓄	   -5.2796	6323	 4822.2148	    0.0651	    0.2357
仓储	   -5.7825	8129	  477.9098	    0.0204	    0.0234

word	log10(p)	rank	dependance	use fraction	other use fraction
苦	   -4.2021
痛苦	   -5.0571	5418	 2782.6523	    0.1086	    0.1360
辛苦	   -5.3543	6646	  300.1140	    0.0548	    0.0147
艰苦	   -5.5060	7224	 5486.6668	    0.0386	    0.2681
苦苣	   -5.5923	7509	 3239.1734	    0.0317	    0.1583
苦味	   -5.8992	8515	  212.4336	    0.0156	    0.0104
贫苦	   -5.9690	8722	  390.6421	    0.0133	    0.0191

word	log10(p)	rank	dependance	use fraction	other use fraction
汝	   -4.2039
汝霖	   -5.5521	7390	 1159.5511	    0.0349	    0.0564
汝珍	   -5.5759	7465	  304.8710	    0.0330	    0.0148
汝阴	   -5.9164	8559	  234.6629	    0.0151	    0.0114

word	log10(p)	rank	dependance	use fraction	other use fraction
拆	   -4.2039
拆除	   -4.5014	2843	  468.8818	    0.3922	    0.0228
拆卸	   -5.1252	5726	 4204.7619	    0.0933	    0.2046
拆迁	   -5.3666	6693	  612.5089	    0.0535	    0.0298
拆毁	   -5.5207	7279	  668.4721	    0.0375	    0.0325

word	log10(p)	rank	dependance	use fraction	other use fraction
圭	   -4.2042
圭佑	   -5.9690	8723	  362.6009	    0.0134	    0.0176

word	log10(p)	rank	dependance	use fraction	other use fraction
夷	   -4.2056
威夷	   -4.4886	2769	  709.2639	    0.4055	    0.0344
爪夷	   -5.9430	8645	  615.8838	    0.0142	    0.0298
攘夷	   -5.9736	8736	 9185.0368	    0.0133	    0.4451

word	log10(p)	rank	dependance	use fraction	other use fraction
凰	   -4.2063
